model,std,magnitude,model_seed,perturb_seed,acc
ax_fixed,18,0.5,2,2,50.09213759213759
ax_fixed,23,0.0,0,0,81.57248157248158
ax_fixed,23,0.1,0,0,80.06756756756756
ax_fixed,23,0.1,0,1,79.62223587223588
ax_fixed,23,0.1,0,2,79.82186732186732
ax_fixed,23,0.2,0,0,77.257371007371
ax_fixed,23,0.2,0,1,77.02702702702703
ax_fixed,23,0.2,0,2,76.6431203931204
ax_fixed,23,0.3,0,0,72.05159705159706
ax_fixed,23,0.3,0,1,71.99017199017199
ax_fixed,23,0.3,0,2,71.51412776412776
ax_fixed,23,0.4,0,0,63.774570024570025
ax_fixed,23,0.4,0,1,63.26781326781327
ax_fixed,23,0.4,0,2,63.00675675675676
ax_fixed,23,0.5,0,0,50.875307125307124
ax_fixed,23,0.5,0,1,50.06142506142506
ax_fixed,23,0.5,0,2,50.09213759213759
ax_fixed,23,0.0,1,0,81.06572481572482
ax_fixed,23,0.1,1,0,79.10012285012284
ax_fixed,23,0.1,1,1,79.51474201474201
ax_fixed,23,0.1,1,2,78.67014742014742
ax_fixed,23,0.2,1,0,75.87530712530713
ax_fixed,23,0.2,1,1,76.13636363636364
ax_fixed,23,0.2,1,2,75.96744471744472
ax_fixed,23,0.3,1,0,70.02457002457002
ax_fixed,23,0.3,1,1,70.36240786240786
ax_fixed,23,0.3,1,2,69.62530712530713
ax_fixed,23,0.4,1,0,60.1504914004914
ax_fixed,23,0.4,1,1,60.76474201474201
ax_fixed,23,0.4,1,2,60.734029484029485
ax_fixed,23,0.5,1,0,46.514127764127764
ax_fixed,23,0.5,1,1,46.62162162162162
ax_fixed,23,0.5,1,2,46.86732186732187
ax_fixed,23,0.0,2,0,81.58783783783784
ax_fixed,23,0.1,2,0,79.7911547911548
ax_fixed,23,0.1,2,1,79.76044226044226
ax_fixed,23,0.1,2,2,79.45331695331696
ax_fixed,23,0.2,2,0,76.5509828009828
ax_fixed,23,0.2,2,1,77.39557739557739
ax_fixed,23,0.2,2,2,76.71990171990171
ax_fixed,23,0.3,2,0,71.8519656019656
ax_fixed,23,0.3,2,1,71.95945945945945
ax_fixed,23,0.3,2,2,71.29914004914005
ax_fixed,23,0.4,2,0,63.55958230958231
ax_fixed,23,0.4,2,1,63.06818181818182
ax_fixed,23,0.4,2,2,62.96068796068796
ax_fixed,23,0.5,2,0,49.50859950859951
ax_fixed,23,0.5,2,1,49.75429975429975
ax_fixed,23,0.5,2,2,50.32248157248157
syn_learned,3,0.0,0,0,84.73587223587224
syn_learned,3,0.1,0,0,82.92383292383292
syn_learned,3,0.1,0,1,83.16953316953317
syn_learned,3,0.1,0,2,82.87776412776412
syn_learned,3,0.2,0,0,79.92936117936118
syn_learned,3,0.2,0,1,79.68366093366093
syn_learned,3,0.2,0,2,79.82186732186732
syn_learned,3,0.3,0,0,74.04791154791155
syn_learned,3,0.3,0,1,73.87899262899263
syn_learned,3,0.3,0,2,73.98648648648648
syn_learned,3,0.4,0,0,64.61916461916462
syn_learned,3,0.4,0,1,64.77272727272727
syn_learned,3,0.4,0,2,65.12592137592138
syn_learned,3,0.5,0,0,51.71990171990172
syn_learned,3,0.5,0,1,51.70454545454545
syn_learned,3,0.5,0,2,51.90417690417691
syn_learned,3,0.0,1,0,84.36732186732186
syn_learned,3,0.1,1,0,82.43243243243244
syn_learned,3,0.1,1,1,82.69348894348894
syn_learned,3,0.1,1,2,82.87776412776412
syn_learned,3,0.2,1,0,79.48402948402948
